,topic,difficulty,obscurity,extracted_queries
3645,Photography,Mediun,Fairly,Chromatic aberration in photography refers to color fringing and distortion from the lens failing to converge all colors to the same focal plane.
3646,Photography,Mediun,Fairly,Bracketing refers to taking multiple shots of the same subject using different camera settings.
3647,Photography,Mediun,Fairly,The Lytro was the first consumer light field camera allowing photographers to adjust the focus after taking the picture.
3648,Photography,Mediun,Fairly,"In portraiture, butterflies are small catchlights that appear in the subject's eyes from the key light."
3649,Neuroscience,Mediun,Fairly,The fissure that separates the frontal and parietal lobes is called the central sulcus.
3650,Neuroscience,Mediun,Fairly,"The brainstem helps regulate heart rate, breathing, sleeping, and eating."
3651,Neuroscience,Mediun,Fairly,Broca's area is involved in language production and is located in the temporal lobe.
3652,Neuroscience,Mediun,Fairly,"The cerebellum plays an important role in balance, coordination, and motor learning."
3653,Neuroscience,Mediun,Fairly,"The medulla oblongata contains cardiac, respiratory, vomiting and vasomotor centers that control autonomic functions."
3654,Neuroscience,Mediun,Fairly,"The limbic system includes the hypothalamus, amygdala, and hippocampus and is involved in emotion, behavior, and long-term memory."
3655,Neuroscience,Mediun,Fairly,The occipital lobe is located at the back of the brain and processes visual information.
3656,Neuroscience,Mediun,Fairly,Neuroglia are support cells in the nervous system that protect and nourish neurons.
3657,Neuroscience,Mediun,Fairly,Axon terminals contain synaptic vesicles that store neurotransmitters.
3658,Neuroscience,Mediun,Fairly,Myelin is an insulating layer that surrounds axons and helps speed up neural transmission.
3659,Meteorology,Mediun,Fairly,True or False: Cumulonimbus clouds are a type of vertically developed cloud that can produce thunderstorms and other severe weather.
3660,Meteorology,Mediun,Fairly,True or False: The Beaufort Wind Scale is used to estimate wind speeds based on visual observations of its effects on objects like trees and waves.
3661,Meteorology,Mediun,Fairly,True or False: Katabatic winds are downhill winds often produced near glaciers that are caused by colder dense air accelerated by gravity.
3662,Meteorology,Mediun,Fairly,True or False: The tropopause is the boundary layer between the troposphere and stratosphere where temperature stops decreasing with height.
3663,Meteorology,Mediun,Fairly,True or False: Mesocyclones are small-scale areas of localized rotation within a convective storm like a supercell thunderstorm.
3664,Meteorology,Mediun,Fairly,True or False: Virga is precipitation that evaporates before reaching the ground.
3665,Meteorology,Mediun,Fairly,True or False: Standing lenticular clouds often indicate strong mountain wave activity in the atmosphere.
3666,Meteorology,Mediun,Fairly,True or False: Most precipitation forms in nimbostratus clouds.
3667,Meteorology,Mediun,Fairly,True or False: Hybrid cyclones exhibit characteristics of both tropical and extratropical cyclones.
3668,Veterinary medicine,Mediun,Fairly,The most common site for injection in cats is the scruff.
3669,Veterinary medicine,Mediun,Fairly,"Dogs are unable to see colors, only shades of gray."
3670,Veterinary medicine,Mediun,Fairly,Horses can sleep standing up.
3671,Veterinary medicine,Mediun,Fairly,Pet birds should not be given avocados as food due to toxicity.
3672,Veterinary medicine,Mediun,Fairly,Hyperthyroidism is a common issue affecting older cats.
3673,Veterinary medicine,Mediun,Fairly,Dogs do not experience the emotion of guilt despite appearing guilty.
3674,Veterinary medicine,Mediun,Fairly,Cats require higher protein levels in their diet compared to dogs.
3675,Veterinary medicine,Mediun,Fairly,The Deworming medication ivermectin can be toxic to some dog breeds.
3676,Veterinary medicine,Mediun,Fairly,Parrots are capable of vocal mimicry of human speech.
3677,Veterinary medicine,Mediun,Fairly,Rabbits teeth grow continuously and require regular trimming by a vet.
3678,Computer science,Mediun,Fairly,Quantum computers operate using quantum bits (qubits) instead of classical binary bits.
3679,Computer science,Mediun,Fairly,Ada Lovelace is considered to be the first computer programmer for writing algorithms for Charles Babbage's Analytical Engine.
3680,Computer science,Mediun,Fairly,HTTPS uses TLS encryption to protect data sent over the internet.
3681,Computer science,Mediun,Fairly,Moore's law states that the number of transistors on an integrated circuit doubles every 18 months.
3682,Computer science,Mediun,Fairly,"In the OSI model, the network layer is responsible for logical addressing and routing."
3683,Computer science,Mediun,Fairly,Hash tables use a hash function to map keys to array indices where values are stored.
3684,Computer science,Mediun,Fairly,The time complexity of sorting an array with quicksort is O(n^2) in the worst case.
3685,Computer science,Mediun,Fairly,"In C++, the keyword 'virtual' is used to declare a virtual function or method."
3686,Computer science,Mediun,Fairly,A* is an informed search algorithm that uses a heuristic to guide its pathfinding.
3687,Computer science,Mediun,Fairly,NP-complete problems have solutions that can be verified in polynomial time.
3688,Physics,Mediun,Fairly,Sound travels faster in warm air than in cold air.
3689,Physics,Mediun,Fairly,The photoelectric effect provided early evidence for Einstein's photon theory of light.
3690,Physics,Mediun,Fairly,Newton's laws of motion work just as well for objects moving at speeds close to the speed of light as they do for ordinary speeds.
3691,Physics,Mediun,Fairly,Electromagnetic waves are transverse waves meaning their oscillations are perpendicular to the direction of energy propagation.
3692,Physics,Mediun,Fairly,"According to the general theory of relativity, gravity is a fictitious force that arises from the curvature of spacetime."
3693,Physics,Mediun,Fairly,The nuclei of most atoms contain both protons and neutrons.
3694,Physics,Mediun,Fairly,"In an ideal gas, the average kinetic energy of the gas molecules is directly proportional to the temperature of the gas."
3695,Physics,Mediun,Fairly,The uncertainty principle states that the position and momentum of a particle cannot both be precisely determined at the same time.
3696,Physics,Mediun,Fairly,Antimatter has a positive mass but is composed of particles having the opposite charge from normal matter.
3697,Physics,Mediun,Fairly,"An object's kinetic energy depends only on its mass, not its velocity."
3698,Poetry,Mediun,Fairly,The poetry form known as a villanelle has 19 lines.
3699,Poetry,Mediun,Fairly,"The poem ""O Captain! My Captain!"" was written by Robert Frost."
3700,Poetry,Mediun,Fairly,"The poem ""The Raven"" by Edgar Allan Poe takes place in December."
3701,Poetry,Mediun,Fairly,Sylvia Plath won the Pulitzer Prize for poetry in 1982 for her collection The Collected Poems.
3702,Poetry,Mediun,Fairly,"The poem ""I, Too"" by Langston Hughes is written from the perspective of a slave."
3703,Poetry,Mediun,Fairly,Emily Dickinson typically did not use titles for her poems.
3704,Poetry,Mediun,Fairly,The poet ee cummings famously capitalized words in the middle of sentences.
3705,Poetry,Mediun,Fairly,William Carlos Williams was one of the pioneers of Imagist poetry.
3706,Poetry,Mediun,Fairly,"The poem ""Daddy"" by Sylvia Plath uses end rhyme throughout."
3707,Poetry,Mediun,Fairly,The Shakespearean sonnet structure is 14 lines with alternating rhyme scheme.
3708,Sculpture,Mediun,Fairly,The Greek sculptor Praxiteles is credited with creating the first life-size female nude statues in the 4th century BC.
3709,Sculpture,Mediun,Fairly,The Venus de Milo sculpture was discovered in 1820 on the island of Milos in Greece.
3710,Sculpture,Mediun,Fairly,Auguste Rodin's famous sculpture The Thinker was originally conceived as a small figure at the top of his monumental Gates of Hell.
3711,Sculpture,Mediun,Fairly,Michelangelo's David sculpture contains aCARved tree stump at the figure's base that alludes to the biblical David's humble origins.
3712,Sculpture,Mediun,Fairly,The Easter Island moai sculptures were carved out of volcanic tuff stone using obsidian and basalt hand tools.
3713,Sculpture,Mediun,Fairly,Gian Lorenzo Bernini's famous Baroque sculpture Apollo and Daphne depicts the moment Daphne transforms into a laurel tree.
3714,Sculpture,Mediun,Fairly,"The Winged Victory of Samothrace is a Hellenistic sculpture depicting Nike, the Greek goddess of victory."
3715,Sculpture,Mediun,Fairly,The sculptures of Mount Rushmore were carved over 14 years using dynamite to first blast away the rock.
3716,Theater,Mediun,Fairly,"In ancient Greek theater, the actors wore large masks to represent different characters and emotions."
3717,Theater,Mediun,Fairly,"The longest running play in Broadway history is The Phantom of the Opera, which has been performed over 13,000 times."
3718,Theater,Mediun,Fairly,"William Shakespeare's Globe Theatre could hold up to 3,000 audience members."
3719,Theater,Mediun,Fairly,The Tony Awards are presented annually to recognize excellence in live American theater on Broadway.
3720,Theater,Mediun,Fairly,The ancient Greek philosopher Aristotle wrote an influential text called Poetics that examined drama and theater.
3721,Theater,Mediun,Fairly,Henrik Ibsen's play A Doll's House was controversial in 1879 for its feminist themes.
3722,Theater,Mediun,Fairly,The Theater of the Absurd genre features plays with illogical scenarios to critique rationality and realism.
3723,Theater,Mediun,Fairly,Yasmina Reza's comedy Art is about three friends arguing over a modern painting that is completely white.
3724,Theater,Mediun,Fairly,"In puppetry, a bunraku performance uses highly-skilled puppeteers to control large puppets."
3725,Theater,Mediun,Fairly,The oldest surviving play script is The Persians by Aeschylus from 472 BC.
3726,Chemistry,Mediun,Fairly,Noble gases have full outer electron shells and do not readily participate in chemical reactions.
3727,Chemistry,Mediun,Fairly,The atomic mass of an element is approximately equal to the number of protons plus neutrons in the nucleus of an atom.
3728,Chemistry,Mediun,Fairly,Covalent bonds involve the sharing of electron pairs between atoms.
3729,Chemistry,Mediun,Fairly,The pH scale measures the concentration of hydroxide ions in a solution.
3730,Chemistry,Mediun,Fairly,Acids release hydrogen ions in aqueous solutions.
3731,Chemistry,Mediun,Fairly,Metals tend to lose electrons to form positive ions.
3732,Chemistry,Mediun,Fairly,Isotopes of an element contain different numbers of neutrons.
3733,Chemistry,Mediun,Fairly,Ionic compounds dissociate completely when dissolved in water.
3734,Chemistry,Mediun,Fairly,The Periodic Table organizes elements according to increasing atomic number.
3735,Chemistry,Mediun,Fairly,Water has a lower boiling point than most liquids due to its hydrogen bonding.
3736,Religion,Mediun,Fairly,The first Christian emperor of Rome was Constantine.
3737,Religion,Mediun,Fairly,"The Five Pillars of Islam include salah, sawm, zakat, hajj, and jihad."
3738,Religion,Mediun,Fairly,"The Four Noble Truths in Buddhism focus on suffering, its origin, its cessation, and the path to its cessation."
